channel_id,channel_name,channel_category,creator_country,primary_language,channel_created_date,subscriber_band,content_rating
C01840,IndieStudio 4,Entertainment,United States,Spanish,2010-07-18,<10K,General
C01841,NorthAcademy,Education,United States,English,2010-06-02,100K-1M,General
C01842,Real Skits 3,Comedy,India,Hindi,2012-06-29,10K-100K,General
C01843,AlexRecords 2,Music,India,Hindi,2011-01-01,<10K,General
C01844,Vibes Urban 3,Music,India,Hindi,2019-07-03,100K-1M,General
C01845,MariaAthletics,Sports,United States,Spanish,2025-05-04,<10K,General
C01846,Reviews Raj,Technology,Brazil,English,2026-02-26,<10K,General
C01847,AlexShow,Comedy,Australia,English,2022-06-24,10K-100K,General
C01848,Bright Fitness 2,Sports,India,,2011-08-17,<10K,General
C01849,Next Reviews,Technology,Italy,English,2026-05-15,10K-100K,General
C01850,Plays Prime 2,Gaming,Brazil,English,2016-08-31,10K-100K,General
C01851,Maria Squad 4,Gaming,India,Hindi,2012-04-09,<10K,Teen
C01852,Screen Bright,Film,Indonesia,Indonesian,2026-07-04,1M-10M,General
C01853,Priya Mentor,Education,United States,English,2015-11-28,<10K,General
C01854,Sam News,News,United States,English,2025-10-30,10K-100K,Teen
C01855,TheExplained,Education,Philippines,Filipino,2019-06-10,<10K,General
C01856,Studio Urban,Music,United States,Spanish,2013-04-12,<10K,General
C01857,Bright Cinema,Film,Japan,English,2013-06-07,<10K,General
C01858,North Sessions 2,Music,India,English,2014-12-05,<10K,General
C01859,Nova Circuit,Technology,Vietnam,Vietnamese,2019-11-23,100K-1M,Teen
C01860,KenjiJournal,Lifestyle,United States,English,2012-03-16,100K-1M,General
C01861,NextSounds 3,Music,Indonesia,English,2025-03-10,100K-1M,General
C01862,Bright Living,Lifestyle,Brazil,Portuguese,2010-03-15,<10K,Teen
C01863,Raj Screen,Film,Indonesia,English,2013-10-18,10K-100K,General
C01864,Wander Sessions,Music,Indonesia,English,2010-03-06,<10K,General
C01865,Raj Zone 3,Entertainment,Brazil,Portuguese,2012-08-14,100K-1M,General
C01866,GG The,Gaming,Indonesia,Indonesian,2011-12-23,<10K,General
C01867,North Mentor,Education,Germany,English,2019-10-09,<10K,General
C01868,Labs Priya,Technology,Germany,German,2017-06-04,<10K,General
C01869,Alex Beats,Music,Turkey,,2013-01-10,10K-100K,General
C01870,Nova Academy 2,Education,Philippines,Filipino,2010-01-18,10K-100K,Teen
C01871,Journal Raj 2,Lifestyle,Brazil,Portuguese,2019-09-15,<10K,General
C01872,Journal Maria 3,Lifestyle,Indonesia,Indonesian,2010-04-24,1M-10M,General
C01873,MariaPlays,Gaming,Turkey,Turkish,2014-06-11,<10K,Teen
C01874,Nova Digital,Technology,United Kingdom,English,2013-05-12,100K-1M,General
C01875,RealNow,News,United States,English,2021-08-01,10K-100K,General
C01876,Arena Real 3,Gaming,Australia,English,2010-04-22,100K-1M,General
C01877,TrueForge 2,Gaming,India,Hindi,2016-10-24,100K-1M,General
C01878,BrightVibes 2,Music,Brazil,Portuguese,2015-01-26,100K-1M,General
C01879,SamForge 2,Gaming,Brazil,Portuguese,2024-11-22,10K-100K,General
C01880,Central Raj 2,Entertainment,United States,Spanish,2025-06-24,<10K,General
C01881,Bright Living 2,Lifestyle,Thailand,Thai,2012-02-21,10K-100K,General
C01882,Academy Real,Education,United States,English,2014-07-07,10K-100K,General
C01883,FreshSkits,Comedy,Philippines,Filipino,2015-09-06,10K-100K,Teen
C01884,Hub Pixel,Entertainment,Thailand,Thai,2014-11-08,10K-100K,
C01885,Tech Kenji,Technology,United States,Spanish,2025-08-11,100K-1M,Teen
C01886,GG Daily,Gaming,United States,Spanish,2026-02-09,10K-100K,General
C01887,RealStudio 3,Music,Turkey,Turkish,2023-03-20,<10K,General
C01888,Maria Byte,Technology,South Korea,Korean,2019-06-05,<10K,General
C01889,North Arena,Gaming,Canada,French,2024-01-22,<10K,Teen
C01890,MariaCentral 4,Entertainment,Brazil,English,2021-10-17,<10K,
C01891,Living Kenji 3,Lifestyle,Brazil,Portuguese,2010-06-03,100K-1M,General
C01892,NovaDaily 2,Sports,Germany,German,2010-05-23,<10K,General
C01893,Learn Raj 2,Education,Brazil,Portuguese,2015-07-01,<10K,General
C01894,TrueSessions,Music,India,Hindi,2024-02-09,1M-10M,General
C01895,Bright Academy,Education,Vietnam,Vietnamese,2018-09-27,100K-1M,General
C01896,Laughs Alex,Comedy,Germany,English,2022-12-02,100K-1M,General
C01897,Metro Zone 3,Entertainment,Indonesia,Indonesian,2015-04-21,<10K,General
C01898,Sounds Pixel,Music,United States,English,2012-01-01,<10K,General
C01899,Pixel Records 3,Music,Mexico,Spanish,2018-05-18,<10K,Teen
C01900,Sessions North,Music,Spain,English,2018-05-24,10M+,Teen
C01901,Metro Records 2,Music,Turkey,Turkish,2011-01-14,10K-100K,General
C01902,MariaLife,Lifestyle,France,French,2010-08-02,10K-100K,General
C01903,DailyFitness 2,Sports,Thailand,Thai,2024-08-10,<10K,General
C01904,Byte Fresh 2,Technology,Thailand,Thai,2010-07-02,<10K,General
C01905,True Hub,Entertainment,United Kingdom,English,2021-06-24,10K-100K,General
C01906,MariaWire,News,United States,English,2026-01-25,10K-100K,General
C01907,Priya Institute,Education,United States,English,2017-02-06,<10K,Teen
C01908,Nova Life 2,Lifestyle,India,Telugu,2010-11-30,1M-10M,General
C01909,Prime Vibes,Entertainment,Philippines,English,2011-03-18,<10K,Teen
C01910,AlexLeague,Sports,India,Hindi,2022-08-26,1M-10M,General
C01911,Diaries Raj 2,Lifestyle,France,French,2011-03-02,<10K,General
C01912,Vibes Fresh 2,Entertainment,Spain,English,2015-11-27,<10K,General
C01913,MariaDaily,Sports,India,Hindi,2013-09-03,10K-100K,General
C01914,IndieSessions,Music,United States,English,2015-12-09,1M-10M,Teen
C01915,Next Studio 4,Entertainment,Thailand,Thai,2015-06-04,<10K,General
C01916,Pixel Reviews,Technology,India,Kannada,2010-12-24,<10K,General
C01917,Sessions Global 3,Music,Nigeria,English,2018-05-14,10K-100K,Mature
C01918,PixelAthletics 4,Sports,India,Hindi,2010-08-20,100K-1M,General
C01919,Wander League,Sports,Vietnam,Vietnamese,2015-01-07,<10K,Mature
C01920,News Fresh,News,India,Hindi,2017-01-10,<10K,General
C01921,RajLeague,Sports,Germany,English,2014-10-13,100K-1M,General
C01922,Daily Arena 2,Sports,Indonesia,Indonesian,2026-03-16,10K-100K,General
C01923,NovaVibes 2,Music,United States,English,2014-02-27,<10K,General
C01924,Wander Central 3,Entertainment,India,Hindi,2010-04-01,100K-1M,General
C01925,NovaAthletics,Sports,Canada,English,2025-10-10,1M-10M,General
C01926,FreshSounds,Music,Philippines,Filipino,2019-08-04,<10K,General
C01927,UrbanBeats,Music,India,Kannada,2025-10-11,<10K,General
C01928,Bright Sports 2,Sports,Indonesia,Indonesian,2013-04-06,<10K,General
C01929,Kenji Institute 3,Education,United States,English,2010-08-24,10K-100K,General
C01930,KenjiShow,Comedy,Germany,German,2014-02-26,10K-100K,Teen
C01931,NovaComedy,Comedy,France,French,2010-09-01,1M-10M,General
C01932,Lab Metro 2,Education,Vietnam,Vietnamese,2021-09-30,1M-10M,General
C01933,The Records 2,Music,Pakistan,Urdu,2024-04-13,<10K,General
C01934,True Cinema,Film,Germany,German,2021-02-28,10K-100K,General
C01935,Labs Wander 4,Technology,United States,English,2026-02-21,10K-100K,General
C01936,FreshStyle 2,Lifestyle,India,Hindi,2010-01-19,<10K,General
C01937,SamGG,Gaming,United Kingdom,English,2021-11-09,10K-100K,General
C01938,True Hub 2,Entertainment,India,Telugu,2010-08-09,<10K,General
C01939,Vibes True,Music,Brazil,Portuguese,2012-08-14,10K-100K,General
C01940,Films Prime,Film,India,Hindi,2016-03-31,<10K,General
C01941,The Reels,Film,Vietnam,Vietnamese,2010-08-02,10K-100K,General
C01942,Urban Co 2,Lifestyle,Brazil,Portuguese,2017-10-13,10K-100K,General
C01943,Zone Alex,Gaming,Vietnam,Vietnamese,2013-06-07,10K-100K,General
C01944,PixelRecords 2,Music,Philippines,Filipino,2022-06-05,<10K,Teen
C01945,KenjiForge 2,Gaming,Pakistan,Urdu,2011-10-14,<10K,General
C01946,Journal Pixel,Lifestyle,India,Hindi,2017-10-15,<10K,General
C01947,TrueMentor,Education,Indonesia,Indonesian,2019-04-05,<10K,General
C01948,Indie Zone 3,Entertainment,Canada,French,2016-08-27,10K-100K,General
C01949,Live Raj 2,Entertainment,India,Hindi,2014-07-16,<10K,General
C01950,NovaSounds,Music,India,Hindi,2013-01-22,10K-100K,General
C01951,Fresh LOL,Comedy,India,Hindi,2017-03-03,<10K,General
C01952,Wander Vibes 2,Entertainment,Indonesia,Indonesian,2018-11-22,<10K,Teen
C01953,NovaReport,News,India,Hindi,2012-03-03,<10K,General
C01954,Real Unfiltered,Comedy,Brazil,Portuguese,2013-06-25,<10K,Teen
C01955,MetroComedy,Comedy,Nigeria,English,2016-06-15,100K-1M,Teen
C01956,Labs Bright,Technology,Mexico,Spanish,2018-05-11,<10K,General
C01957,PrimeBeats,Music,United States,English,2020-04-17,10K-100K,General
C01958,Academy Pixel 3,Education,Germany,German,2014-09-17,<10K,Mature
C01959,Maria Arena 3,Gaming,Spain,Spanish,2013-12-06,100K-1M,General
C01960,Sounds Kenji,Music,India,Hindi,2023-12-06,1M-10M,Teen
C01961,TheReels,Film,United Kingdom,English,2017-04-02,<10K,General
C01962,Nova Labs 2,Technology,India,Hindi,2015-01-18,10K-100K,Teen
C01963,MariaLife 2,Lifestyle,Indonesia,Indonesian,2021-02-02,<10K,General
C01964,Maria Sessions,Music,Italy,Italian,2014-12-31,1M-10M,Mature
C01965,WanderTimes,News,Japan,Japanese,2010-12-02,<10K,General
C01966,AlexJournal,Lifestyle,United States,English,2019-04-06,<10K,General
C01967,BrightNews,News,Turkey,Turkish,2018-01-31,<10K,General
C01968,PrimeGG 2,Gaming,Indonesia,English,2022-05-19,<10K,General
C01969,Wander Digital,Technology,Turkey,Turkish,2010-09-06,10K-100K,General
C01970,Beats Kenji,Music,Mexico,Spanish,2014-10-28,<10K,General
C01971,Prime Zone 2,Entertainment,United States,English,2014-01-18,<10K,General
C01972,Diaries True,Lifestyle,United States,English,2019-11-23,10K-100K,General
C01973,RealTimes,News,India,Hindi,2012-09-20,10K-100K,General
C01974,UrbanZone 3,Entertainment,France,French,2011-11-19,<10K,General
C01975,Forge Raj 2,Gaming,Nigeria,English,2014-02-27,100K-1M,General
C01976,Unfiltered Real,Comedy,Italy,Italian,2012-07-14,<10K,General
C01977,True Zone 3,Gaming,Germany,German,2016-05-13,<10K,General
C01978,Reviews Sam,Technology,India,Hindi,2021-05-05,100K-1M,General
C01979,Global Hub,Entertainment,India,Hindi,2024-11-04,<10K,General
C01980,SamStudio,Entertainment,Indonesia,Indonesian,2024-03-28,<10K,General
C01981,Metro Byte,Technology,United States,English,2012-05-11,10K-100K,Teen
C01982,PrimeReels,Film,Turkey,Turkish,2015-06-29,100K-1M,General
C01983,Tech Sam,Technology,United States,English,2019-08-17,<10K,General
C01984,Live Alex 3,Entertainment,India,Hindi,2012-03-08,<10K,General
C01985,Sam Live 3,Entertainment,India,Hindi,2016-10-24,<10K,Teen
C01986,Diaries The 2,Lifestyle,Vietnam,Vietnamese,2011-08-07,10K-100K,General
C01987,Daily Nova,News,Germany,German,2010-07-18,<10K,General
C01988,Reels Next,Film,Brazil,Portuguese,2017-12-05,10M+,General
C01989,North Hub 3,Entertainment,France,French,2012-09-29,100K-1M,General
C01990,AlexBeats,Music,United States,English,2012-04-15,10K-100K,General
C01991,Live Bright,Entertainment,Brazil,English,2011-06-12,10K-100K,General
C01992,PrimeInstitute,Education,Indonesia,Indonesian,2014-05-02,<10K,Mature
C01993,Raj Learn 2,Education,Japan,Japanese,2011-02-17,10K-100K,General
C01994,Studio Daily 3,Entertainment,India,Hindi,2018-10-22,<10K,General
C01995,NovaJournal 2,Lifestyle,France,French,2021-02-09,<10K,General
C01996,NovaLearn,Education,Turkey,English,2010-10-07,10K-100K,General
C01997,Real Now 2,News,United States,Spanish,2018-03-16,<10K,Teen
C01998,Institute Sam,Education,United States,Spanish,2022-12-26,100K-1M,General
C01999,Squad Sam,Gaming,Japan,English,2024-02-22,<10K,General
C02000,Show Nova 2,Comedy,Australia,English,2024-12-09,<10K,General
